emp_no,first_name,last_name,title,to_date,from_date,hire_date
231671,Chandrasekaran,Pearson,Staff,9999-01-01,1995-04-14,1985-10-18
231798,Goetz,Alvarado,Senior Engineer,9999-01-01,1997-12-25,1987-09-18
232178,Etsuo,Anandan,Senior Staff,9999-01-01,1996-12-13,1989-12-13
232209,Nitsan,Rouquie,Senior Engineer,9999-01-01,1995-08-02,1988-08-01
232697,Barry,Ramsak,Senior Engineer,9999-01-01,1999-09-07,1988-12-05
232723,Tesuya,Bugrara,Engineer,9999-01-01,2002-02-13,1991-02-15
233114,Alselm,Gargeya,Senior Engineer,9999-01-01,1987-12-25,1987-12-25
233394,Khalid,Lenart,Engineer,9999-01-01,1995-12-24,1993-03-24
233397,Fay,Sundgren,Senior Staff,9999-01-01,1998-07-07,1990-07-07
233426,Etsuo,Usery,Senior Engineer,9999-01-01,2000-03-01,1995-03-02
233690,Cedric,Riefers,Engineer,9999-01-01,1994-09-08,1985-04-09
233759,Zissis,Lodder,Engineer,9999-01-01,1999-09-25,1985-07-28
233765,Kotesh,Chachaty,Senior Engineer,9999-01-01,1997-03-24,1991-03-25
233785,Baziley,Ballarin,Senior Staff,9999-01-01,1995-07-28,1987-07-28
233818,Kellie,Heydon,Senior Engineer,9999-01-01,1991-11-11,1985-11-11
234195,Luerbio,Terkki,Senior Staff,9999-01-01,1998-05-14,1986-07-31
234739,Foong,Aamodt,Senior Engineer,9999-01-01,1986-06-28,1986-06-28
235017,Irena,Dratva,Senior Staff,9999-01-01,1999-09-07,1991-09-07
235096,Sverrir,Gyimothy,Senior Staff,9999-01-01,1992-03-20,1987-03-21
235325,Gro,Prochazka,Senior Engineer,9999-01-01,1998-10-16,1992-10-16
235368,Anneli,Joslin,Senior Engineer,9999-01-01,1987-04-12,1987-04-12
235458,Gio,Heuser,Senior Staff,9999-01-01,1999-06-29,1992-06-28
235729,Henk,Anger,Senior Staff,9999-01-01,2002-01-19,1993-01-19
235780,Sampalli,Bergere,Senior Engineer,9999-01-01,1994-04-08,1994-04-08
235793,Jayesh,Spinelli,Senior Engineer,9999-01-01,1992-07-18,1992-07-18
236315,IEEE,Raczkowsky,Technique Leader,9999-01-01,1996-07-24,1995-03-05
236566,Yechezkel,Maginnis,Senior Staff,9999-01-01,2000-12-11,1992-12-11
236591,Insup,Reinhard,Senior Staff,9999-01-01,1993-04-08,1985-04-08
236827,Almudena,Rijckaert,Senior Engineer,9999-01-01,1999-02-16,1994-02-16
236883,Huan,Olivero,Staff,9999-01-01,1999-11-19,1995-08-06
236964,Adel,Foote,Staff,9999-01-01,1998-08-19,1987-09-10
238112,Miomir,Frezza,Technique Leader,9999-01-01,1991-05-25,1991-05-25
238252,Uno,Suppi,Staff,9999-01-01,1996-12-27,1987-08-18
238422,Vishv,Angelov,Senior Staff,9999-01-01,1996-03-08,1988-02-16
238949,Minghong,Cronin,Senior Staff,9999-01-01,1987-10-04,1987-10-04
239067,Tadahiko,Pocchiola,Staff,9999-01-01,1996-04-02,1987-05-30
239244,Abdulla,Kitai,Senior Staff,9999-01-01,1996-02-20,1987-02-20
239415,Susumu,Brender,Senior Engineer,9999-01-01,2001-04-17,1993-04-17
239426,Vesna,Fairtlough,Engineer,9999-01-01,1994-08-09,1994-08-09
239664,Sugwoo,Michaels,Senior Engineer,9999-01-01,1999-08-03,1992-08-02
239706,Arunas,Bugrara,Assistant Engineer,9999-01-01,1997-04-03,1992-08-21
239748,Bilhanan,Dusink,Senior Staff,9999-01-01,1996-06-04,1988-06-04
239803,Oscal,Ernst,Senior Staff,9999-01-01,1997-05-19,1987-09-19
240132,Mizuhito,Kobara,Senior Staff,9999-01-01,2001-08-09,1994-09-13
240236,True,Tischendorf,Senior Engineer,9999-01-01,1992-01-19,1986-01-19
240285,Kolar,Greenaway,Staff,9999-01-01,1998-11-14,1985-07-05
240340,Mack,Staylopatis,Senior Engineer,9999-01-01,1991-04-02,1985-04-02
240438,Temple,Cyre,Senior Staff,9999-01-01,1999-10-01,1992-06-05
240870,Francesca,Chorvat,Senior Staff,9999-01-01,1993-03-03,1985-03-03
241100,Cedric,Molenaar,Senior Engineer,9999-01-01,1999-10-06,1990-10-06
241254,Jagoda,Anguita,Senior Engineer,9999-01-01,1993-05-11,1985-08-29
241292,Uri,Lampe,Senior Staff,9999-01-01,1994-10-17,1987-04-25
241567,Emran,Miara,Senior Engineer,9999-01-01,1995-05-02,1985-06-28
241667,Atilio,Olivero,Senior Engineer,9999-01-01,1992-09-04,1985-09-04
241728,Limsoon,Boudaillier,Senior Engineer,9999-01-01,1995-08-12,1988-05-31
241872,Bluma,Fetvedt,Senior Staff,9999-01-01,1997-02-02,1988-08-30
242019,Herb,Murrill,Senior Engineer,9999-01-01,1999-09-27,1989-04-07
242081,Tomokazu,Pargas,Engineer,9999-01-01,2001-11-15,1993-06-14
242104,Richara,Sudkamp,Senior Staff,9999-01-01,1994-09-05,1987-07-15
242500,Bingning,Iisaku,Senior Staff,9999-01-01,1997-06-26,1989-06-26
242800,Kazuyasu,Levergood,Engineer,9999-01-01,1996-02-10,1995-08-24
243018,Bowen,Deverell,Senior Staff,9999-01-01,1998-12-27,1991-12-14
243077,Kazunori,Perz,Senior Engineer,9999-01-01,1999-02-25,1986-08-28
243576,Abdulah,Lodder,Senior Staff,9999-01-01,2001-11-10,1986-06-29
243637,Marjo,Delgrange,Senior Staff,9999-01-01,1996-06-23,1985-10-09
243898,Arch,Basawa,Staff,9999-01-01,1998-05-10,1995-11-01
244308,Mokhtar,Rebaine,Senior Staff,9999-01-01,2000-07-22,1991-07-23
244605,Masoud,Suwa,Senior Staff,9999-01-01,1997-11-25,1988-06-05
244624,Boaz,Seuren,Senior Staff,9999-01-01,1994-03-27,1987-03-27
244711,Rosli,Butner,Engineer,9999-01-01,1997-03-19,1989-06-13
244714,Poorav,Clouatre,Senior Engineer,9999-01-01,1996-05-06,1996-05-06
244820,Shigenori,Hertweck,Senior Engineer,9999-01-01,1994-04-13,1987-04-13
244873,Arunachalam,Oppitz,Senior Staff,9999-01-01,1994-05-20,1986-05-20
245164,Filipp,Winter,Senior Engineer,9999-01-01,2001-10-24,1995-03-01
245396,Gift,Bottner,Senior Staff,9999-01-01,2002-03-04,1991-07-26
245664,Manohar,Kilgore,Staff,9999-01-01,1998-11-17,1987-12-09
246146,Zhongwei,Melski,Senior Engineer,9999-01-01,1993-09-03,1986-04-12
246244,George,Casperson,Staff,9999-01-01,2000-01-20,1998-06-15
246364,Alper,Tiemann,Engineer,9999-01-01,1998-10-29,1995-06-22
246764,Shuzo,Czaja,Staff,9999-01-01,1997-11-29,1985-02-16
246798,Tianruo,Strooper,Senior Staff,9999-01-01,1999-10-28,1993-08-26
246902,Shih,Shanbhogue,Staff,9999-01-01,1998-04-19,1985-03-25
247089,Seongbae,Schahn,Senior Staff,9999-01-01,1997-12-10,1992-12-10
247122,Xiaobin,Narlikar,Senior Staff,9999-01-01,1999-02-14,1992-02-14
247447,Tzu,Bakhtari,Senior Engineer,9999-01-01,1999-03-18,1994-03-18
247456,Masako,Bahk,Engineer,9999-01-01,1997-07-31,1991-11-27
247612,Chiranjit,Constantine,Engineer,9999-01-01,1997-05-25,1988-07-26
247875,Xiong,Anick,Senior Staff,9999-01-01,1991-04-23,1991-04-23
247888,Abdelghani,Lagarias,Senior Engineer,9999-01-01,1992-09-06,1985-09-06
248256,Sajjan,Falby,Staff,9999-01-01,1996-08-29,1996-08-29
248351,Jaana,Milicia,Senior Staff,9999-01-01,1985-06-02,1985-06-02
248758,Snehasis,Muhlberg,Senior Staff,9999-01-01,1999-07-16,1991-07-16
248953,Percy,Sudbeck,Assistant Engineer,9999-01-01,1996-08-29,1995-03-23
249239,Hideyuki,Decleir,Senior Engineer,9999-01-01,1994-05-04,1994-05-04
249325,Ute,Pokrovskii,Staff,9999-01-01,1997-06-09,1993-01-29
249433,Ayonca,Matzov,Senior Engineer,9999-01-01,1997-06-03,1988-06-03
249504,Dmitry,Velardi,Senior Engineer,9999-01-01,2000-02-29,1989-01-23
249780,Nechama,Gaughan,Senior Engineer,9999-01-01,1996-01-16,1986-01-16
249799,Jolita,Neimat,Senior Engineer,9999-01-01,1999-12-27,1991-12-13
249866,Steen,Gubsky,Senior Staff,9999-01-01,1998-01-14,1989-01-14
249969,Georgi,Luiz,Senior Engineer,9999-01-01,1999-06-10,1991-06-10
250411,Ranga,Sommen,Senior Staff,9999-01-01,1996-01-21,1989-01-20
250452,Alexius,Plavsic,Senior Engineer,9999-01-01,2000-01-17,1999-11-21
250748,Kish,Turnbull,Senior Engineer,9999-01-01,1994-02-10,1985-12-20
251166,Hinrich,Hooghiemstra,Senior Staff,9999-01-01,1993-10-05,1985-10-05
251233,Yucel,Bernini,Senior Engineer,9999-01-01,1998-02-19,1993-02-19
251301,Pintsang,Impagliazzo,Senior Staff,9999-01-01,1989-05-06,1986-04-28
251341,Divier,Kumaresan,Senior Staff,9999-01-01,1998-12-05,1985-09-08
251403,Utpal,DuBourdieux,Technique Leader,9999-01-01,1997-11-19,1997-11-19
251437,Shichao,Iwayama,Engineer,9999-01-01,1996-10-17,1989-10-17
251645,Bezalel,Tsunoo,Senior Staff,9999-01-01,2001-06-17,1992-06-17
251680,Moty,Sommen,Senior Engineer,9999-01-01,1990-08-14,1985-10-15
251814,Mitsuyuki,Zockler,Technique Leader,9999-01-01,1998-09-14,1996-01-05
252185,Chaosheng,Conta,Engineer,9999-01-01,2002-04-14,1986-09-09
252316,Gill,Niizuma,Senior Engineer,9999-01-01,1999-10-08,1990-05-11
252392,Sanjeeva,Peron,Senior Engineer,9999-01-01,1999-12-26,1993-12-26
253029,Thodoros,Thimonier,Engineer,9999-01-01,1995-04-05,1994-11-15
253707,Insup,Hainaut,Staff,9999-01-01,1998-02-11,1987-12-13
253838,Stafford,Terlouw,Assistant Engineer,9999-01-01,1999-02-21,1988-03-12
253893,Huiqun,Trystram,Senior Engineer,9999-01-01,1993-05-10,1993-05-10
254044,Gunilla,Brendel,Senior Engineer,9999-01-01,2000-04-10,1992-04-10
254399,Armond,Lores,Technique Leader,9999-01-01,1999-09-16,1991-05-02
254821,Tonny,Couchot,Staff,9999-01-01,1994-12-12,1994-12-12
255466,Huan,Roccetti,Senior Engineer,9999-01-01,1985-07-03,1985-07-03
255657,Oldrich,Cyre,Senior Engineer,9999-01-01,1994-02-10,1985-02-10
255779,Heejo,Merle,Technique Leader,9999-01-01,1997-09-04,1991-10-11
256216,Halsur,Brodal,Engineer,9999-01-01,1997-11-22,1992-02-10
256856,Hongzue,Barbanera,Senior Staff,9999-01-01,1995-06-17,1987-06-17
256881,Ioana,Jakobus,Senior Engineer,9999-01-01,1999-08-10,1987-10-09
256888,Heather,Pehl,Staff,9999-01-01,1993-09-15,1993-09-15
257062,Stabislas,Pardalos,Senior Engineer,9999-01-01,1997-06-21,1989-06-21
257378,Pascal,Bernatsky,Senior Staff,9999-01-01,1995-09-04,1988-09-03
257469,Anyuan,Hanratty,Senior Staff,9999-01-01,1996-01-06,1988-01-06
257484,Shaowei,Nicolson,Senior Staff,9999-01-01,1995-12-07,1986-07-19
258028,Mountaz,Reinhart,Engineer,9999-01-01,2000-01-21,1990-04-25
258124,Mariusz,Zolotykh,Senior Staff,9999-01-01,1990-07-28,1990-07-28
258470,Weiwu,Butner,Staff,9999-01-01,1995-02-14,1994-11-01
258643,Przemyslawa,Esposito,Senior Engineer,9999-01-01,2001-02-26,1992-02-27
259042,Xiaoqiang,Farrow,Staff,9999-01-01,1997-01-01,1996-03-23
259237,Palash,Gammage,Senior Staff,9999-01-01,1994-10-23,1987-10-23
259273,Xiahua,Gomatam,Senior Engineer,9999-01-01,1989-12-01,1989-12-01
259611,Shuichi,Marrakchi,Senior Staff,9999-01-01,1990-08-21,1990-08-21
259619,Conal,Magliocco,Senior Staff,9999-01-01,1992-05-09,1992-05-09
259718,Stepehn,Bouloucos,Senior Staff,9999-01-01,1997-09-16,1988-03-14
260153,Mingdong,Baar,Technique Leader,9999-01-01,1991-10-14,1991-10-14
260249,Vugranam,Beausoleil,Staff,9999-01-01,1998-05-14,1985-04-08
260361,Reinhold,Rahier,Engineer,9999-01-01,1995-06-06,1995-06-06
260399,Hatem,Birsak,Senior Staff,9999-01-01,1995-04-10,1989-04-10
260408,Sasan,Brookner,Senior Staff,9999-01-01,2001-09-03,1988-02-27
260501,Dzung,Pargas,Technique Leader,9999-01-01,1990-05-17,1990-05-17
261184,Masako,Kornatzky,Senior Engineer,9999-01-01,1987-08-29,1986-07-11
261631,Jianhua,Huttel,Engineer,9999-01-01,1998-02-23,1998-02-23
261662,Berni,Assaf,Senior Staff,9999-01-01,1989-09-08,1989-09-08
261737,Mark,Lindqvist,Senior Engineer,9999-01-01,1997-11-22,1987-03-18
261986,Gila,Ramsak,Senior Engineer,9999-01-01,1997-05-13,1995-03-27
261990,Volkmar,Czaja,Senior Staff,9999-01-01,1998-04-01,1990-08-15
262208,Mrinalini,Holburn,Senior Staff,9999-01-01,1987-04-20,1987-04-20
262210,Chinho,Bottner,Senior Engineer,9999-01-01,1999-07-30,1985-07-29
262328,Mayuko,Vural,Staff,9999-01-01,1997-12-24,1988-11-04
262439,Lorien,Lagarias,Senior Staff,9999-01-01,1994-10-10,1985-10-10
262636,Tamiya,Reutenauer,Senior Engineer,9999-01-01,1985-06-02,1985-06-02
262752,Pramod,Bierman,Engineer,9999-01-01,1997-12-12,1997-02-02
262928,Piyush,Gill,Senior Engineer,9999-01-01,1998-08-31,1990-08-31
263012,Hideo,Buchter,Staff,9999-01-01,1999-05-01,1986-05-02
263186,Danny,Lowrie,Technique Leader,9999-01-01,1995-09-13,1995-02-08
263370,Shakhar,Ranze,Staff,9999-01-01,1999-05-29,1994-04-30
263439,Atreye,Kabayashi,Senior Engineer,9999-01-01,1986-12-15,1986-12-15
263645,Mingsen,Lally,Senior Engineer,9999-01-01,1990-12-04,1990-12-04
263649,Mechthild,Zongker,Senior Staff,9999-01-01,1993-07-26,1988-12-11
263926,Fusako,Schwartzbauer,Senior Staff,9999-01-01,1993-04-07,1985-04-07
264030,Zdislav,Solares,Engineer,9999-01-01,1998-12-14,1986-07-20
264167,Baoqiu,Tomescu,Senior Engineer,9999-01-01,1996-05-01,1994-04-28
264322,Leandro,Swist,Senior Staff,9999-01-01,1997-01-05,1991-01-06
264626,Noritoshi,Bakhtari,Senior Staff,9999-01-01,1998-02-03,1993-02-03
264939,Bogdan,Bahi,Senior Engineer,9999-01-01,1992-02-10,1985-02-09
265039,Navid,Staudhammer,Senior Staff,9999-01-01,2000-10-18,1992-10-18
265521,Kensei,Salverda,Senior Engineer,9999-01-01,2001-05-25,1987-12-13
265558,Susuma,Kleiser,Senior Staff,9999-01-01,1994-08-02,1987-08-02
265794,Miquel,Halloran,Senior Staff,9999-01-01,2002-01-14,1988-05-29
265875,Fan,Marsiglia,Senior Engineer,9999-01-01,1997-09-03,1986-12-12
266206,Zsolt,Anily,Senior Staff,9999-01-01,1991-08-19,1985-08-19
266249,Sumant,Nishimukai,Senior Staff,9999-01-01,1991-03-28,1991-03-28
266310,Zvonko,Serdy,Senior Staff,9999-01-01,1992-06-23,1987-06-24
266644,Anwar,Gubsky,Senior Staff,9999-01-01,1999-08-09,1993-08-09
266862,Mart,Plumb,Senior Staff,9999-01-01,1986-04-21,1986-04-21
266881,Mokhtar,Sabnani,Senior Staff,9999-01-01,1997-08-28,1990-08-28
267059,Moie,Tempesti,Senior Staff,9999-01-01,2000-06-28,1991-06-29
267227,Susuma,Tagansky,Senior Engineer,9999-01-01,2001-01-21,1989-12-10
267304,Jordanka,Axelband,Senior Staff,9999-01-01,1994-06-27,1994-06-27
267667,Irena,Kaiserswerth,Senior Staff,9999-01-01,1994-09-05,1987-09-05
268043,Narain,Mikschl,Engineer,9999-01-01,1997-11-02,1986-05-08
268191,LiMin,Teitelbaum,Senior Engineer,9999-01-01,1995-11-01,1986-07-02
269728,Naftali,Kragelund,Senior Staff,9999-01-01,1993-05-15,1987-05-16
270084,Ulises,Frolund,Senior Staff,9999-01-01,1993-07-26,1986-07-26
270716,Shunichi,Baer,Staff,9999-01-01,1998-02-04,1988-09-05
270794,Dannz,Zhang,Senior Staff,9999-01-01,1991-06-26,1990-10-24
271106,Taisook,Kampfer,Engineer,9999-01-01,1997-11-30,1997-11-30
271219,Odoardo,Tyugu,Engineer,9999-01-01,1994-11-07,1994-11-07
272141,Tsutomu,Neiman,Senior Staff,9999-01-01,1993-05-05,1986-05-05
272285,Gully,Mitchem,Senior Staff,9999-01-01,1995-01-22,1985-11-24
272316,Surveyors,Muhling,Engineer,9999-01-01,1999-07-19,1991-08-10
272452,Mitsuyuki,Isard,Engineer,9999-01-01,1996-08-17,1993-06-28
272599,Holgard,Hegner,Senior Staff,9999-01-01,1998-07-15,1993-07-15
272860,Minghong,Candan,Assistant Engineer,9999-01-01,1994-02-10,1994-02-10
273159,Divine,Hofmeyr,Technique Leader,9999-01-01,1989-04-14,1985-12-06
273286,Brigham,Asmuth,Senior Engineer,9999-01-01,1996-01-24,1988-02-15
273396,Wayne,Baba,Engineer,9999-01-01,1998-03-07,1997-05-09
273806,Hongzhu,Beetstra,Senior Staff,9999-01-01,2000-01-24,1991-01-24
273858,Gunilla,Matzen,Senior Staff,9999-01-01,1995-12-28,1987-07-10
274071,Mingsen,Weiland,Staff,9999-01-01,1995-10-12,1995-10-12
274271,Prodip,Ritcey,Senior Staff,9999-01-01,1993-09-10,1986-09-10
274369,Ranga,Waymire,Senior Staff,9999-01-01,1997-01-27,1987-12-07
274813,Yefim,Pettey,Senior Staff,9999-01-01,2000-08-07,1993-08-07
275158,Satyanarayana,Brandsma,Engineer,9999-01-01,1999-12-08,1988-10-18
275263,Vojin,Laventhal,Senior Engineer,9999-01-01,1999-10-18,1989-01-21
275444,Limsoon,Leppanen,Senior Engineer,9999-01-01,2000-01-22,1991-06-16
275495,Shen,Yamaashi,Staff,9999-01-01,1995-02-19,1994-03-30
275801,Ayakannu,Heinisuo,Senior Staff,9999-01-01,1986-06-28,1986-06-28
275881,Jiann,Munro,Senior Engineer,9999-01-01,1988-05-18,1988-05-18
275994,Uma,Prampolini,Senior Engineer,9999-01-01,1998-02-21,1986-09-03
276027,Holgard,Stavenow,Senior Staff,9999-01-01,1995-02-28,1986-02-28
276184,Mari,Swick,Senior Staff,9999-01-01,1991-04-08,1990-09-28
276186,Sajjad,Vecchi,Senior Staff,9999-01-01,1998-06-02,1985-07-08
276189,Isaac,Klerer,Senior Staff,9999-01-01,2000-03-18,1994-04-02
276445,Atilio,Randi,Senior Engineer,9999-01-01,1994-07-02,1988-07-02
276472,Hideyuki,Flanders,Senior Engineer,9999-01-01,1994-11-10,1988-11-10
276563,Gift,Solares,Senior Staff,9999-01-01,1995-08-01,1986-04-24
276868,Alois,Sanella,Staff,9999-01-01,1998-03-13,1996-11-10
277316,Vitali,Rothenberg,Senior Staff,9999-01-01,1998-10-04,1989-10-04
277362,Uzi,Kugler,Senior Staff,9999-01-01,1991-01-12,1991-01-12
277420,Rayond,Schach,Senior Engineer,9999-01-01,2001-04-21,1989-04-05
277777,Herbert,Itzigehl,Senior Engineer,9999-01-01,1990-07-04,1990-07-04
277829,Michaela,Fandrianto,Senior Engineer,9999-01-01,1986-06-02,1985-07-18
278239,Boaz,Bottner,Staff,9999-01-01,1994-02-06,1987-02-27
278386,Caolyn,Poujol,Technique Leader,9999-01-01,1995-12-03,1990-12-08
278452,Sudhanshu,Toyoshima,Senior Staff,9999-01-01,1993-08-28,1987-08-29
278536,Munenori,Shobatake,Senior Staff,9999-01-01,1999-01-10,1992-01-10
278549,Jaana,Werthner,Senior Staff,9999-01-01,1997-07-27,1989-07-27
278953,Jeanna,Ghandeharizadeh,Senior Engineer,9999-01-01,1990-08-11,1990-08-11
279115,Maren,DuCasse,Engineer,9999-01-01,1997-11-29,1997-11-29
279280,Niranjan,Debuse,Senior Engineer,9999-01-01,2001-09-21,1992-09-21
279791,Chiranjit,Lyonns,Engineer,9999-01-01,1995-12-24,1986-12-24
280070,Niteen,Ebeling,Senior Staff,9999-01-01,1993-03-29,1988-03-29
280291,Lenore,Badache,Staff,9999-01-01,1998-11-24,1988-06-12
280420,Jahangir,Hofting,Senior Staff,9999-01-01,1993-09-28,1986-09-28
280525,Kish,Herbst,Staff,9999-01-01,1996-08-18,1996-08-18
280648,Heeju,Lorys,Senior Engineer,9999-01-01,1992-12-26,1986-12-27
281570,Zijian,Covnot,Assistant Engineer,9999-01-01,1994-09-13,1991-11-02
281692,Khosrow,Sommen,Senior Engineer,9999-01-01,1990-03-03,1990-03-03
281848,Parke,Staylopatis,Senior Engineer,9999-01-01,1999-07-31,1985-06-04
281859,Masanao,Papastamatiou,Senior Engineer,9999-01-01,1993-11-25,1985-11-25
282191,Alper,Shinomoto,Engineer,9999-01-01,1997-10-20,1995-04-07
282333,Nahla,Serdy,Senior Staff,9999-01-01,2000-09-09,1992-07-19
282343,Xinglin,Haldar,Senior Staff,9999-01-01,1993-07-20,1988-07-20
282547,Nahum,Codenie,Engineer,9999-01-01,1999-06-14,1991-09-15
282585,Zijian,Lammel,Staff,9999-01-01,1996-07-01,1993-04-28
282894,Fay,Bellmore,Senior Engineer,9999-01-01,1998-05-03,1989-05-03
284300,Ishfaq,Mahmud,Senior Staff,9999-01-01,1996-11-28,1991-11-29
284431,Pintsang,Fujisawa,Senior Staff,9999-01-01,2002-04-16,1986-09-06
284561,Duri,Beznosov,Senior Engineer,9999-01-01,1988-02-15,1988-02-15
284687,Oksana,Redmiles,Senior Engineer,9999-01-01,1992-06-22,1985-06-22
284691,Theron,Ressouche,Senior Engineer,9999-01-01,1994-08-17,1987-09-23
284711,Martijn,Azevdeo,Senior Engineer,9999-01-01,1988-02-10,1988-02-10
284717,Gal,Ranta,Senior Engineer,9999-01-01,1997-11-07,1992-11-07
284856,Moto,Kobara,Senior Engineer,9999-01-01,1998-12-12,1991-12-12
284954,Anneke,Hammerschmidt,Engineer,9999-01-01,1996-01-30,1986-11-10
285164,Xiaocheng,Kumaresan,Staff,9999-01-01,1994-10-03,1991-11-28
285396,Lena,Kohling,Senior Engineer,9999-01-01,1991-10-04,1986-10-04
285905,Kellyn,Bage,Senior Staff,9999-01-01,1994-11-04,1994-11-04
285906,Arnould,Buescher,Engineer,9999-01-01,1998-03-26,1994-12-26
286026,Utpal,Zaumen,Senior Staff,9999-01-01,1997-02-24,1991-02-25
286029,Jaques,Nanard,Staff,9999-01-01,1996-07-16,1994-10-17
286370,Toshimitsu,Seuren,Senior Staff,9999-01-01,2000-01-19,1994-01-27
286452,Behnaam,Bierbaum,Engineer,9999-01-01,1999-01-31,1996-12-24
286573,Nahum,Nishimukai,Senior Engineer,9999-01-01,1997-02-01,1991-02-02
286779,Sigeru,Versino,Engineer,9999-01-01,1998-08-31,1998-08-16
286986,Woody,Trelles,Senior Engineer,9999-01-01,1996-05-23,1991-11-30
287323,Steve,Dengi,Staff,9999-01-01,1999-09-15,1987-10-07
287327,Youjian,Felder,Senior Staff,9999-01-01,2000-07-15,1993-07-15
287334,Elliott,Speer,Engineer,9999-01-01,1998-08-08,1993-11-30
287482,Shigeaki,Gihr,Senior Engineer,9999-01-01,2002-03-18,1993-10-23
287583,Jovan,Hockney,Senior Engineer,9999-01-01,1997-06-21,1988-04-06
287609,Sailaja,Negoita,Senior Engineer,9999-01-01,2000-01-19,1987-03-20
287713,Aamod,Ranka,Senior Staff,9999-01-01,1992-12-07,1986-11-17
287808,Vidar,Ozeki,Technique Leader,9999-01-01,1996-06-17,1995-06-09
287983,Randi,Munos,Senior Staff,9999-01-01,1990-09-07,1990-09-07
287984,Troy,Kobuchi,Senior Engineer,9999-01-01,1999-02-12,1987-09-11
288028,Kauko,Narwekar,Senior Engineer,9999-01-01,1994-12-16,1985-12-16
288142,Shay,Heystek,Senior Staff,9999-01-01,1995-04-01,1989-04-01
288166,Masoud,Asmuth,Staff,9999-01-01,1994-09-05,1990-10-23
288560,Yifei,Birjandi,Senior Staff,9999-01-01,1999-02-07,1987-03-02
288563,Cristinel,Gerlach,Senior Engineer,9999-01-01,2001-01-08,1996-01-09
288606,Susumu,Swiss,Senior Staff,9999-01-01,1996-11-14,1989-05-07
288665,Horward,Khasidashvili,Senior Engineer,9999-01-01,1998-11-19,1986-09-16
288893,Bedrich,Rosenbaum,Senior Engineer,9999-01-01,1998-01-27,1986-12-16
289454,Bowen,Narwekar,Senior Engineer,9999-01-01,1985-03-08,1985-03-08
289687,Fai,Maccarone,Senior Staff,9999-01-01,1993-10-30,1985-10-30
289807,Soenke,Lemarechal,Senior Staff,9999-01-01,2000-09-03,1994-09-04
289909,Hilari,Vecchio,Senior Staff,9999-01-01,1998-04-24,1991-03-05
290009,Zijian,Rindone,Senior Staff,9999-01-01,1997-07-09,1989-07-09
290075,Boalin,Byoun,Senior Staff,9999-01-01,1996-09-30,1990-10-01
290284,Kwangjo,Menhardt,Engineer,9999-01-01,1996-01-11,1996-01-11
290441,Gregory,Collavizza,Senior Staff,9999-01-01,1993-09-08,1987-09-09
290467,Shaowen,Poulakidas,Senior Staff,9999-01-01,1992-04-14,1987-04-15
290478,Tsvetan,Sherertz,Engineer,9999-01-01,1998-08-07,1989-08-07
290563,Shigehiro,Oxenboll,Senior Engineer,9999-01-01,1986-02-26,1986-02-26
290769,Lalit,Blokdijk,Senior Engineer,9999-01-01,1999-02-01,1999-02-01
291352,Danai,Trelles,Technique Leader,9999-01-01,1992-04-17,1992-04-17
291612,Siamak,Gomatam,Engineer,9999-01-01,1998-07-08,1987-11-01
291669,Faiza,Bach,Engineer,9999-01-01,1999-09-13,1985-08-24
292110,Menkae,Showalter,Senior Engineer,9999-01-01,2001-08-09,1996-07-15
292146,Khatoun,Pulkowski,Engineer,9999-01-01,1998-01-11,1994-02-25
292210,Masaru,Huhdanpaa,Senior Engineer,9999-01-01,2001-11-23,1989-06-21
292404,Hongzue,Zultner,Senior Staff,9999-01-01,1990-02-22,1990-02-22
292504,Georgi,Bednarek,Senior Engineer,9999-01-01,2002-03-02,1991-11-28
292515,Bernd,Thummel,Engineer,9999-01-01,1998-08-03,1985-12-30
292828,Ziya,Tokunaga,Senior Engineer,9999-01-01,1995-01-08,1986-01-08
293080,Hideyuki,Slaats,Senior Staff,9999-01-01,1987-05-30,1987-05-30
293154,Syozo,Maliniak,Senior Staff,9999-01-01,1992-11-09,1992-11-09
293280,Moti,Steenbeek,Senior Engineer,9999-01-01,1993-01-21,1987-01-22
293329,Fumiya,Griswold,Senior Engineer,9999-01-01,1994-06-12,1986-06-12
293746,Sanjay,Litecky,Senior Engineer,9999-01-01,2000-08-26,1995-08-27
293752,Jungsoon,Bail,Senior Staff,9999-01-01,1994-02-18,1986-02-18
294144,Takanari,Ermel,Senior Staff,9999-01-01,1999-01-11,1992-01-11
294241,Marl,Fiebach,Senior Staff,9999-01-01,2000-07-25,1990-10-07
294446,Claudi,Ruemmler,Staff,9999-01-01,1999-08-13,1991-05-03
294461,Siddarth,Rosiles,Senior Engineer,9999-01-01,1985-11-18,1985-11-18
294527,Ashish,Candan,Senior Staff,9999-01-01,1992-02-02,1986-06-28
294652,Hironobu,Brodie,Senior Engineer,9999-01-01,1993-09-17,1985-09-17
294791,Vesna,Lammel,Assistant Engineer,9999-01-01,1999-10-08,1990-10-16
294857,Caolyn,Ozeri,Senior Engineer,9999-01-01,1993-07-29,1986-07-29
295030,Fun,Keirsey,Senior Staff,9999-01-01,1985-07-09,1985-07-09
295236,Kauko,Fujisawa,Senior Engineer,9999-01-01,1992-09-12,1987-09-13
295254,Xuejun,Pfau,Senior Staff,9999-01-01,1993-07-24,1985-07-24
